name,carbs,sugar,s_fat,discounted price,kcal,url,fat,categorys,protein,original price,salt,amount
"Šviesus alus GRIMBERGEN BLONDE (6,7%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/sviesus-alus-grimbergen-blonde-6-7-proc-500-ml,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,1.59,nan,500
"VILNIAUS ALAUS nealkoholinis alus (iki 0,5%), 330 ml",8.0,4.0,0.0,nan,26.0,https://www.barbora.lt/produktai/vilniaus-alaus-nealkoholinis-alus-iki-0-5-proc-330-ml,0.0,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,0.2,0.65,0.0,330
"Tamsusis alus GRIMBERGEN DUBBLE AMBREE (6,5%), 250 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/tamsusis-alus-grimbergen-dubble-ambree-6-5-proc-250-ml,nan,Gėrimai	Alus ir sidras	Tamsus alus,nan,1.05,nan,250
"Tamsusis alus GRIMBERGEN DUBBLE AMBREE (6.5%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/tamsusis-alus-grimbergen-dubble-ambree-6-5-proc-500-ml,nan,Gėrimai	Alus ir sidras	Tamsus alus,nan,1.59,nan,500
"Škotiškas viskis ABERLOUR 12 Y.O. (40%, dėžutėje), 700 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/viskis-aberlour-12-y-o-dezuteje-40-proc-700-ml,nan,Gėrimai	Stiprieji alkoholiniai gėrimai	Viskis,nan,29.99,nan,700
"Kvietinis alus KRONENBOURG 1664 FRUITS ROUGES (4.5%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/kvietinis-alus-kronenbourg-1664-fruits-rouges-4-5-proc-500-ml,nan,Gėrimai	Alus ir sidras	Kvietinis alus,nan,1.29,nan,500
"Šviesus alus KRONENBOURG 1664 (5%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/sviesus-alus-kronenbourg-1664-5-proc-500-ml,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,1.29,nan,500
"Kvietinis alus KRONENBOURG 1664 BLANC (5%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/kvietinis-alus-kronenbourg-1664-blanc-5-proc-500-ml,nan,Gėrimai	Alus ir sidras	Kvietinis alus,nan,1.29,nan,500
"Airiškas viskis TULLAMORE DEW (40%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/airiskas-viskis-tullamore-dew-40-proc-500-ml,nan,Gėrimai	Stiprieji alkoholiniai gėrimai	Viskis,nan,12.79,nan,500
"Nealkoholinis alus CLAUSTHALER CLASSIC (iki 0,49%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/nealkoholinis-alus-clausthaler-classic-iki-0-49-proc-500-ml,nan,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,nan,0.99,nan,500
"Nealkoholinis VOLFO ENGELMAN alaus kokteilis KRIEK (0,5%), 568 ml",5.1,5.0,0.0,nan,27.0,https://www.barbora.lt/produktai/nealkoholinis-volfo-engelman-alaus-kokteilis-kriek-0-5-proc-568-ml,0.0,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,0.6,0.99,0.0,568
"Duona PAVE DOMIPAN su šalavijų sėklomis, 225 g",44.0,1.4,1.1,nan,266.0,https://www.barbora.lt/produktai/duona-pave-domipan-su-salaviju-seklomis-225-g,5.3,Duonos gaminiai ir konditerija	Šviežiai kepta duona	Šviežiai kepta šviesi duona su pagardais,8.7,1.19,1.3,225
"Duona PAVE DOMIPAN su ožerškių uogomis ir medumi, 225 g",56.0,0.0,0.3,nan,279.0,https://www.barbora.lt/produktai/duona-pave-domipan-su-ozerskiu-uogomis-ir-medumi-225-g,2.1,Duonos gaminiai ir konditerija	Šviežiai kepta duona	Šviežiai kepta šviesi duona su pagardais,7.9,1.09,1.6,225
"Spurga DONUT su karamelės įdaru, atitirpinta, 75 g",42.0,17.0,9.5,nan,390.0,https://www.barbora.lt/produktai/spurga-donut-su-karameles-idaru-atitirpinta-75-g,22.0,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Spurgos,5.2,0.79,0.53,75
"Įvairiagrūdė kvietinė raikyta duona BALTYMŲ ŠALTINIS, 390 g",42.7,2.6,5.3,nan,327.0,https://www.barbora.lt/produktai/ivairiagrude-kvietine-raikyta-duona-baltymu-saltinis-390-g,11.5,Duonos gaminiai ir konditerija	Šviežiai kepta duona	Šviežiai kepta tamsi duona su pagardais,13.8,1.49,1.1,390
"Spurga DONUT su aviečių įdaru, atitirpinta, 75 g",44.0,20.0,10.0,nan,368.0,https://www.barbora.lt/produktai/spurga-donut-su-avieciu-idaru-atitirpinta-75-g,19.0,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Spurgos,4.2,0.79,0.53,75
"Veganiška bandelė su sėklomis, 30 g",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/veganiska-bandele-su-seklomis-30-g,nan,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai keptos nesaldžios bandelės",nan,0.18,nan,30
"Šviesi raikyta ŽEMAITIŠKA duona, 700 g",47.4,6.1,0.5,nan,237.0,https://www.barbora.lt/produktai/sviesi-raikyta-zemaitiska-duona-700-g,1.5,Duonos gaminiai ir konditerija	Duona	Šviesi duona,6.2,0.95,0.9,700
"Mėsainių bandelės AUKSĖ, 160 g",46.4,9.8,6.1,nan,334.0,https://www.barbora.lt/produktai/mesainiu-bandeles-aukse-160-g,12.4,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Nesaldžios bandelės,8.4,0.89,1.0,160
"URTĖS 7 grūdų batonas, 400 g",46.0,3.0,0.8,nan,301.0,https://www.barbora.lt/produktai/urtes-7-grudu-batonas-400-g,9.3,Duonos gaminiai ir konditerija	Duona	Batonas,9.3,0.85,1.06,400
"Kvietinė raikyta duona su moliūgų, saulėgrąžų ir linų sėkl., 245 g",34.0,1.53,2.2,nan,365.0,https://www.barbora.lt/produktai/kvietine-raikyta-duona-su-moliugu-saulegrazu-ir-linu-sekl-245-g,18.3,Duonos gaminiai ir konditerija	Šviežiai kepta duona	Šviežiai kepta šviesi duona su pagardais,16.0,1.15,1.4,245
"Įvairiasėklė duona JORĖ, 280 g",41.2,7.4,1.3,nan,329.0,https://www.barbora.lt/produktai/ivairiasekle-duona-jore-280-g,12.7,Duonos gaminiai ir konditerija	Duona	Tamsi duona su pagardais,10.9,0.99,0.8,280
"Šviesi raikyta duona PALANGA MOČIUČIŲ, 380 g",51.3,3.5,0.4,0.68,239.0,https://www.barbora.lt/produktai/sviesi-raikyta-duona-palanga-mociuciu-380-g,1.6,Duonos gaminiai ir konditerija	Duona	Šviesi duona,6.0,0.85,0.8,380
"Šviesi raikyta PONIŠKA duona be pridėtinių mielių, 600 g",47.3,5.0,0.2,nan,234.0,https://www.barbora.lt/produktai/sviesi-raikyta-poniska-duona-be-pridetiniu-mieliu-600-g,1.4,Duonos gaminiai ir konditerija	Duona	Šviesi duona,5.7,1.39,0.9,600
"Ruginė raikyta duona JONĖ be mielių, 390 g",56.1,7.3,0.1,nan,262.0,https://www.barbora.lt/produktai/rugine-raikyta-duona-jone-be-mieliu-390-g,0.9,Duonos gaminiai ir konditerija	Duona	Tamsi duona,4.8,0.99,1.2,390
"Visų grūdo dalių ruginė duona JONĖ be pridėtinių mielių, 340 g",55.3,10.4,0.3,nan,259.0,https://www.barbora.lt/produktai/visu-grudo-daliu-rugine-duona-jone-be-pridetiniu-mieliu-340-g,1.0,Duonos gaminiai ir konditerija	Duona	Tamsi duona,5.3,0.89,0.9,340
"Traški ruginė duona FAZER su melionų sėklomis, 110 g",42.0,4.2,3.0,nan,418.0,https://www.barbora.lt/produktai/traski-rugine-duona-fazer-su-melionu-seklomis-110-g,21.0,Duonos gaminiai ir konditerija	Duonos pakaitalai	Duoniukai,12.0,1.99,1.9,110
"Ruginis užkandis FAZER su daržovėmis, 150 g",65.0,6.6,1.4,nan,509.0,https://www.barbora.lt/produktai/ruginis-uzkandis-fazer-su-darzovemis-150-g,18.0,Duonos gaminiai ir konditerija	Duonos pakaitalai	Duoniukai,11.0,2.59,1.9,150
"Skrebučiai ALVO salotoms pagardinti, 30 g",61.0,4.1,9.2,nan,454.0,https://www.barbora.lt/produktai/skrebuciai-alvo-salotoms-pagardinti-30-g,18.0,"Duonos gaminiai ir konditerija	Džiūvėsiai, riestainiai, meduoliai ir javinukai",11.0,0.89,2.5,30
"Duonelė DOMIPAN su šalavijų ir moliūgų sėklomis, 115 g",51.0,0.6,1.5,nan,359.0,https://www.barbora.lt/produktai/duonele-domipan-su-salaviju-ir-moliugu-seklomis-115-g,11.0,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai keptos nesaldžios bandelės",12.0,0.67,1.5,130
"Plikyta raikyta KLAIPĖDOS duona su daigintais kviečiais, 390 g",48.5,3.0,0.3,nan,227.0,https://www.barbora.lt/produktai/plikyta-raikyta-klaipedos-duona-su-daigintais-kvieciais-390-g,0.9,Duonos gaminiai ir konditerija	Duona	Šviesi duona su pagardais,6.2,0.85,0.9,390
"Medaus pyragas su karamelės įdaru, 300 g",49.5,27.6,4.7,nan,301.0,https://www.barbora.lt/produktai/medaus-pyragas-su-karameles-idaru-300-g,8.8,Duonos gaminiai ir konditerija	Konditerijos gaminiai	Plokštainiai ir vyniotiniai,5.1,2.69,0.7,350
"Bandelės PREMIUM su obuolių įdaru, 100 g",48.1,15.7,0.7,nan,236.0,https://www.barbora.lt/produktai/bandeles-premium-su-obuoliu-idaru-100-g,1.9,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Saldžios bandelės,5.7,0.79,0.5,100
"Džiūvėsėliai MALŪNO PASAKOS su pienu, 200 g",72.1,20.2,4.5,nan,429.0,https://www.barbora.lt/produktai/dziuveseliai-maluno-pasakos-su-pienu-200-g,9.9,"Duonos gaminiai ir konditerija	Džiūvėsiai, riestainiai, meduoliai ir javinukai	Džiūvėsiai",12.8,0.84,0.7,200
"Itališka duona DOMIPAN, 450 g",51.0,0.4,0.2,0.92,250.0,https://www.barbora.lt/produktai/italiska-duona-domipan-450-g,1.0,Duonos gaminiai ir konditerija	Šviežiai kepta duona	Šviežiai kepta šviesi duona,8.1,1.15,1.4,450
"Varškinės spurgytės su vyšnių įdaru (indelyje), 130 g",38.0,19.0,4.9,0.79,332.0,https://www.barbora.lt/produktai/varskines-spurgytes-su-vysniu-idaru-indelyje-130-g,17.0,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Spurgos,6.1,0.95,0.78,130
"Sluoksniuota balt. šokolado sk.bandelė su šviežiomis uogomis, 70 g",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/sluoksniuota-balt-sokolado-sk-bandele-su-svieziomis-uogomis-70-g,nan,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai keptos saldžios bandelės",nan,0.45,nan,70
"Pyragėlis su vištienos įdaru, 45 g",35.0,5.0,8.8,nan,358.0,https://www.barbora.lt/produktai/pyragelis-su-vistienos-idaru-45-g,19.0,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai kepti užkandžiai",11.0,0.45,1.4,45
"Varškinės spurgytės su vanilės skonio įdaru (indelyje), 130 g",38.0,17.0,5.3,0.79,333.0,https://www.barbora.lt/produktai/varskines-spurgytes-su-vaniles-skonio-idaru-indelyje-130-g,17.0,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Spurgos,6.3,0.99,0.85,130
"SĖKLŲ batonas, 300 g",39.0,2.3,1.7,nan,353.0,https://www.barbora.lt/produktai/seklu-batonas-300-g,17.0,Duonos gaminiai ir konditerija	Duona	Batonas,11.0,0.89,1.0,300
"Grūdinės mėsainio bandelės (2 vnt.), atitirpintos, 164 g",49.0,8.3,1.2,nan,283.0,https://www.barbora.lt/produktai/grudines-mesainio-bandeles-2-vnt-atitirpintos-164-g,4.5,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Nesaldžios bandelės,8.9,0.79,1.1,164
"Pyragėlis LANKELIS su bananų skonio įdaru, 90 g",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/pyragelis-lankelis-su-bananu-skonio-idaru-90-g,nan,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai keptos saldžios bandelės",nan,0.57,nan,90
"Šviesi SĖKLŲ duona, 400 g",29.7,5.9,2.1,nan,350.0,https://www.barbora.lt/produktai/sviesi-seklu-duona-400-g,20.5,Duonos gaminiai ir konditerija	Duona	Šviesi duona su pagardais,11.7,1.39,1.0,400
"Plikyta raikyta KLAIPĖDOS duona, 800 g",52.0,2.7,0.15,nan,252.0,https://www.barbora.lt/produktai/plikyta-raikyta-klaipedos-duona-800-g,1.0,Duonos gaminiai ir konditerija	Duona	Šviesi duona,6.7,1.28,1.0,800
"Juoda raikyta MAMOS duona, kepta ant ajerų, 350 g",47.3,9.5,0.0,nan,226.0,https://www.barbora.lt/produktai/juoda-raikyta-mamos-duona-kepta-ant-ajeru-350-g,0.98,Duonos gaminiai ir konditerija	Duona	Tamsi duona,5.9,0.75,1.3,350
"SĖKLŲ duonelės, 280 g",37.0,3.7,2.1,nan,341.0,https://www.barbora.lt/produktai/seklu-duoneles-280-g,16.0,Duonos gaminiai ir konditerija	Duona	Sumuštinių duona ir duonelės,12.2,0.99,1.0,280
"Raikytas MAMOS batonas, 240 g",58.2,3.8,0.3,nan,299.0,https://www.barbora.lt/produktai/raikytas-mamos-batonas-240-g,3.2,Duonos gaminiai ir konditerija	Duona	Batonas,8.2,0.51,1.1,240
"Medaus pyragas, 350 g",47.2,27.3,4.7,nan,294.0,https://www.barbora.lt/produktai/medaus-pyragas-350-g,9.4,Duonos gaminiai ir konditerija	Konditerijos gaminiai	Plokštainiai ir vyniotiniai,4.9,2.39,0.7,350
"Porcijinės duonelės LABA AVIŽA, 250 g",22.0,0.6,0.7,nan,212.0,https://www.barbora.lt/produktai/porcijines-duoneles-laba-aviza-250-g,4.9,Duonos gaminiai ir konditerija	Duona	Sumuštinių duona ir duonelės,15.0,0.95,1.1,250
"UTENOS šviesusis alus AUKSINIS (5%), 568 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/utenos-sviesusis-alus-auksinis-5-proc-568-ml,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,0.99,nan,568
"Nealkoholinis kvietinis alus FRANZISKANERHEFE - WEISSBIER (0%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/nealkoholinis-kvietinis-alus-franziskanerhefe-weissbier-0-proc-500-ml,nan,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,nan,1.59,nan,500
"Kvietinis alus HOEGAARDEN (4,9%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/kvietinis-alus-hoegaarden-4-9-proc-500-ml,nan,Gėrimai	Alus ir sidras	Kvietinis alus,nan,1.69,nan,500
"Nealkoholinis šviesus alus BECK'S (0%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/nealkoholinis-sviesus-alus-beck-s-0-proc-330-ml,nan,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,nan,0.99,nan,330
"Nealkoholinis kvietinis aviečių sk. alus HOEGAARDEN ROSSE (0%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/nealkoholinis-kvietinis-avieciu-sk-alus-hoegaarden-rosse-0-proc-330-ml,nan,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,nan,1.39,nan,330
"UTENOS šviesusis alus LAGER BEER (5%), 500 ml but.",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/utenos-alus-5-proc-500-ml,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,0.95,nan,500
"UTENOS alaus kokteilis KRIEK (4%), 568 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/utenos-alaus-kokteilis-kriek-4-proc-568-ml,nan,Gėrimai	Alus ir sidras	Alaus kokteiliai,nan,1.09,nan,568
"UTENOS šviesusis alus LAGER BEER (5% , 4 vnt., x 568 ml), 2,272 l",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/utenos-sviesusis-alus-lager-beer-5-proc-4-vnt-x-568-ml-2-272-l,nan,Gėrimai	Alus ir sidras	Alaus pakuotės,nan,3.99,nan,2272
"UTENOS alaus kokteilis RADLER LEMON (2%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/utenos-alaus-kokteilis-radler-lemon-2-proc-500-ml-br00140,nan,Gėrimai	Alus ir sidras	Alaus kokteiliai,nan,0.99,nan,500
"UTENOS alaus kokteilis RADLER RASPBERRY (2%), 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/utenos-alaus-kokteilis-radler-raspberry-2-proc-500-ml,nan,Gėrimai	Alus ir sidras	Alaus kokteiliai,nan,0.99,nan,500
"Nealkoholinis kvietinis alus HOEGAARDEN (0%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/nealkoholinis-kvietinis-alus-hoegaarden-0-proc-330-ml,nan,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,nan,1.39,nan,330
"Baltasis saldus putojantis vynas TORLEY MUSCATELLER (11%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/baltasis-saldus-putojantis-vynas-torley-muscateller-11-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,4.99,nan,750
"Put. sausas vynas JACOB'S CREEK CHARDONNAY PINOT NOIR (11%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/put-sausas-vynas-jacob-s-creek-chardonnay-pinot-noir-11-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,8.49,nan,750
"Putojantis pus. sausas vynas GRAND CAVALIER MEDIUM DRY (11%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/putojantis-pus-sausas-vynas-grand-cavalier-medium-dry-11-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,4.99,nan,750
"Raud.saus. vynas VINA MAIPO CARMENERE-CAB. SAUVIGNON (12%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/raud-saus-vynas-vina-maipo-carmenere-cab-sauvignon-12-5-proc-750-ml,nan,Gėrimai	Vynas	Raudonas ir rausvas vynas,nan,4.9,nan,750
"Šviesusis alus TUBORG GREEN (4,6%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/sviesusis-alus-tuborg-green-4-6-proc-330-ml,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,0.89,nan,330
"Šviesusis alus TUBORG GREEN (4,6%), 500 ml skard.",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/sviesusis-alus-tuborg-green-4-6-proc-500-ml-skard,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,0.89,nan,500
"Viskis BLACK VELVET (40%), 700 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/viskis-black-velvet-40-proc-700-ml,nan,Gėrimai	Stiprieji alkoholiniai gėrimai	Viskis,nan,13.99,nan,700
"Sausas šampanas LAURENT-PERRIER BRUT (12%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/sampanas-laurent-perrier-brut-dez-12-proc-0-75-l,nan,Gėrimai	Vynas	Šampanas,nan,29.99,nan,750
"Putojantis saldus vynas GRAND CAVALIER SWEET (10,5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/putojantis-saldus-vynas-grand-cavalier-sweet-10-5-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,4.99,nan,750
"Nealkoholinis alus WARSTEINER FRESH, (0,0%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/nealkoholinis-alus-warsteiner-fresh-0-0-proc-330-ml-br05065,nan,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,nan,0.89,nan,330
"Šviesusis alus ŠVYTURYS GINTARINIS (4,6%), 568 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/sviesusis-alus-svyturys-gintarinis-4-6-proc-568-ml-br00160,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,1.05,nan,568
"Baltasis sausas vynas ROBERTSON WINERY CHARDONNAY (13%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/baltasis-sausas-vynas-robertson-winery-chardonnay-13-proc-750-ml,nan,Gėrimai	Vynas	Baltas vynas,nan,6.99,nan,750
"Amerikietiškas viskis JACK DANIEL'S TENNESSEE WHISKEY (40%), 700 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/amerikietiskas-viskis-jack-daniel-s-tennessee-whiskey-40-proc-700-ml,nan,Gėrimai	Stiprieji alkoholiniai gėrimai	Viskis,nan,19.99,nan,700
"Negazuotas natūralus mineralinis vanduo DRUSKININKŲ HERMIS, 1 l",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-naturalus-mineralinis-vanduo-druskininku-hermis-1-l,nan,Gėrimai	Vanduo	Negazuotas vanduo,nan,0.65,nan,1000
"Gazuotas natūralus mineralinis vanduo DRUSKININKŲ HERMIS, 1 l",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/gazuotas-naturalus-mineralinis-vanduo-druskininku-hermis-1-l,nan,Gėrimai	Vanduo	Gazuotas vanduo,nan,0.65,nan,1000
"Putojantis sausas vynas CINZANO GRANSEC (11%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/putojantis-sausas-vynas-cinzano-gransec-11-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,9.29,nan,750
"Putojantis saldus vynas CINZANO GRAN CINZANO (9,5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/putojantis-saldus-vynas-cinzano-gran-dolce-9-5-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,9.29,nan,750
"Putojantis pusiau sausas vynas FREIXENET ICE CUVEE ESPECIAL (11.5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/putojantis-pusiau-sausas-vynas-freixenet-ice-cuvee-especial-11-5-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,8.99,nan,750
"Putojantis sausas vynas BARONE MONTALTO PINOT GRIGIO BRUT (12%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/putojantis-sausas-vynas-barone-montalto-pinot-grigio-brut-12-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,7.99,nan,750
"Putojantis sausas vynas GRAND CAVALIER BRUT (11%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/putojantis-vynas-briutas-grand-cavalier-brut-11-proc-0-75-l,nan,Gėrimai	Vynas	Putojantis vynas,nan,4.99,nan,750
"Negazuotas natūralus mineralinis vanduo EVIAN, 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-naturalus-mineralinis-vanduo-evian-500-ml,nan,Gėrimai	Vanduo	Negazuotas vanduo,nan,0.89,nan,500
"Negazuotas natūralus mineralinis vanduo EVIAN, 1,5 l",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-naturalus-mineralinis-vanduo-evian-1-5-l,nan,Gėrimai	Vanduo	Negazuotas vanduo,nan,1.39,nan,1500
"Nealkoholinis alus AMSTEL (0%), 330 ml",7.7,5.8,0.0,nan,43.0,https://www.barbora.lt/produktai/nealkoholinis-alus-amstel-0-proc-330-ml-br00214,0.1,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,0.1,0.69,0.1,330
"Baltasis saldus putojantis vynas TORLEY FORTUNA (7%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/baltasis-saldus-putojantis-vynas-torley-fortuna-7-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,4.99,nan,750
"Putojantis sausas vynas CAMPO VIEJO BRUT RESERVA (11,5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/putojantis-vynas-campo-viejo-brut-11-5-proc-sausas-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,9.46,nan,750
"Raudonasis sausas vynas ROBERTSON WINERY PINOTAGE (12,5%-13,5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/raudonasis-sausas-vynas-robertson-winery-pinotage-12-5-proc-13-5-proc-750-ml,nan,Gėrimai	Vynas	Raudonas ir rausvas vynas,nan,6.99,nan,750
"Kvietinis nealkoholinis alus TUCHER HEFEWEIZEN (0,5%), 500 ml",3.3,0.4,0.0,nan,20.0,https://www.barbora.lt/produktai/kvietinis-nealkoholinis-alus-tucher-hefeweizen-0-5-proc-500-ml,0.0,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,0.7,1.3,0.0,500
"Gazuotas stalo vanduo NEPTŪNAS LEMON, 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/gazuotas-stalo-vanduo-neptunas-lemon-500-ml,nan,Gėrimai	Vanduo	Gazuotas vanduo,nan,0.43,nan,500
"Balt.saus. vynas VINA MAIPO SAUVIGNON BLANC-CHARDONNAY (13%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/balt-saus-vynas-vina-maipo-sauvignon-blanc-chardonnay-13-proc-750-ml,nan,Gėrimai	Vynas	Baltas vynas,nan,4.9,nan,750
"Gazuotas natūralus mineralinis vanduo NEPTŪNAS, 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/gazuotas-naturalus-mineralinis-vanduo-neptunas-500-ml,nan,Gėrimai	Vanduo	Gazuotas vanduo,nan,0.43,nan,500
"Gazuotas stalo vanduo NEPTŪNAS MINT, 1,5 l",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/gazuotas-stalo-vanduo-neptunas-mint-1-5-l,nan,Gėrimai	Vanduo	Gazuotas vanduo,nan,0.59,nan,1500
"Negazuotas natūralus mineralinis vanduo NEPTŪNAS, 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-naturalus-mineralinis-vanduo-neptunas-500-ml,nan,Gėrimai	Vanduo	Negazuotas vanduo,nan,0.43,nan,500
"Gazuotas stalo vanduo NEPTŪNAS LEMON, 1,5 l",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/gazuotas-stalo-vanduo-neptunas-lemon-1-5-l,nan,Gėrimai	Vanduo	Gazuotas vanduo,nan,0.59,nan,1500
"Gazuotas natūralus mineralinis vanduo NEPTŪNAS, 1,5 l",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/gazuotas-naturalus-mineralinis-vanduo-neptunas-1-5-l,nan,Gėrimai	Vanduo	Gazuotas vanduo,nan,0.59,nan,1500
"Skrudinamoji sumuštinių duona TOSTE, 500 g",50.0,3.8,0.4,0.92,273.0,https://www.barbora.lt/produktai/skrudinamoji-sumustiniu-duona-toste-500-g,4.1,Duonos gaminiai ir konditerija	Duona	Sumuštinių duona ir duonelės,7.5,1.16,1.0,500
"Saldžios bandelės BEZGLUTEN be glitimo, 180 g",48.0,12.0,0.8,nan,269.0,https://www.barbora.lt/produktai/saldzios-bandeles-bezgluten-be-glitimo-180-g,4.9,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Saldžios bandelės,5.5,2.99,0.48,180
